proposition_id,outcome_id,result
9cb68020-f0e0-11ed-a0c6-e37e259a4c71,9cb6a730-f0e0-11ed-a0c6-e37e259a4c71,CORRECT
9cb76a80-f0e0-11ed-a0c6-e37e259a4c71,9cb76a82-f0e0-11ed-a0c6-e37e259a4c71,CORRECT
9cb7b8a0-f0e0-11ed-a0c6-e37e259a4c71,9cb7b8a2-f0e0-11ed-a0c6-e37e259a4c71,CORRECT
9cb82dd0-f0e0-11ed-a0c6-e37e259a4c71,9cb82dd2-f0e0-11ed-a0c6-e37e259a4c71,INCORRECT
9cb87bf0-f0e0-11ed-a0c6-e37e259a4c71,9cb87bf2-f0e0-11ed-a0c6-e37e259a4c71,INCORRECT
9cb8ca10-f0e0-11ed-a0c6-e37e259a4c71,9cb8ca11-f0e0-11ed-a0c6-e37e259a4c71,CORRECT
9cb91830-f0e0-11ed-a0c6-e37e259a4c71,9cb91832-f0e0-11ed-a0c6-e37e259a4c71,INCORRECT
9cb98d60-f0e0-11ed-a0c6-e37e259a4c71,9cb98d61-f0e0-11ed-a0c6-e37e259a4c71,CORRECT
9cb9db80-f0e0-11ed-a0c6-e37e259a4c71,9cb9db82-f0e0-11ed-a0c6-e37e259a4c71,CORRECT
9cba77c0-f0e0-11ed-a0c6-e37e259a4c71,9cba77c1-f0e0-11ed-a0c6-e37e259a4c71,CORRECT
9cbac5e0-f0e0-11ed-a0c6-e37e259a4c71,9cbac5e1-f0e0-11ed-a0c6-e37e259a4c71,CORRECT
9cbb1400-f0e0-11ed-a0c6-e37e259a4c71,9cbb1401-f0e0-11ed-a0c6-e37e259a4c71,CORRECT
9cbb8930-f0e0-11ed-a0c6-e37e259a4c71,9cbb8932-f0e0-11ed-a0c6-e37e259a4c71,INCORRECT
9cbbd750-f0e0-11ed-a0c6-e37e259a4c71,9cbbd752-f0e0-11ed-a0c6-e37e259a4c71,INCORRECT
9cbc2570-f0e0-11ed-a0c6-e37e259a4c71,9cbc2571-f0e0-11ed-a0c6-e37e259a4c71,CORRECT
9cbc7390-f0e0-11ed-a0c6-e37e259a4c71,9cbc7391-f0e0-11ed-a0c6-e37e259a4c71,INCORRECT
9cfdc250-f0e0-11ed-a98f-4730eee691bc,9cfdc251-f0e0-11ed-a98f-4730eee691bc,CORRECT
9cfe5e90-f0e0-11ed-a98f-4730eee691bc,9cfe5e91-f0e0-11ed-a98f-4730eee691bc,INCORRECT
9cfed3c0-f0e0-11ed-a98f-4730eee691bc,9cfed3c1-f0e0-11ed-a98f-4730eee691bc,INCORRECT
9cff48f0-f0e0-11ed-a98f-4730eee691bc,9cff48f2-f0e0-11ed-a98f-4730eee691bc,INCORRECT
9cffbe20-f0e0-11ed-a98f-4730eee691bc,9cffbe22-f0e0-11ed-a98f-4730eee691bc,INCORRECT
9d000c40-f0e0-11ed-a98f-4730eee691bc,9d000c42-f0e0-11ed-a98f-4730eee691bc,CORRECT
9d008170-f0e0-11ed-a98f-4730eee691bc,9d008171-f0e0-11ed-a98f-4730eee691bc,INCORRECT
9d00cf90-f0e0-11ed-a98f-4730eee691bc,9d00cf91-f0e0-11ed-a98f-4730eee691bc,CORRECT
9d016bd0-f0e0-11ed-a98f-4730eee691bc,9d016bd1-f0e0-11ed-a98f-4730eee691bc,CORRECT
9d01e100-f0e0-11ed-a98f-4730eee691bc,9d01e101-f0e0-11ed-a98f-4730eee691bc,INCORRECT
