proposition_id,outcome_id,result
19d15ae0-138a-11ef-95b6-af3fb566f45b,19d15ae2-138a-11ef-95b6-af3fb566f45b,CORRECT
19d1f720-138a-11ef-95b6-af3fb566f45b,19d1f722-138a-11ef-95b6-af3fb566f45b,CORRECT
19d24540-138a-11ef-95b6-af3fb566f45b,19d24542-138a-11ef-95b6-af3fb566f45b,INCORRECT
19d29360-138a-11ef-95b6-af3fb566f45b,19d29361-138a-11ef-95b6-af3fb566f45b,CORRECT
19d30890-138a-11ef-95b6-af3fb566f45b,19d30891-138a-11ef-95b6-af3fb566f45b,INCORRECT
19d32fa0-138a-11ef-95b6-af3fb566f45b,19d32fa2-138a-11ef-95b6-af3fb566f45b,INCORRECT
19d37dc0-138a-11ef-95b6-af3fb566f45b,19d37dc1-138a-11ef-95b6-af3fb566f45b,CORRECT
19d3cbe0-138a-11ef-95b6-af3fb566f45b,19d3cbe2-138a-11ef-95b6-af3fb566f45b,INCORRECT
19d41a00-138a-11ef-95b6-af3fb566f45b,19d41a02-138a-11ef-95b6-af3fb566f45b,CORRECT
19d46820-138a-11ef-95b6-af3fb566f45b,19d46822-138a-11ef-95b6-af3fb566f45b,INCORRECT
19d4b640-138a-11ef-95b6-af3fb566f45b,19d4b642-138a-11ef-95b6-af3fb566f45b,CORRECT
19d52b70-138a-11ef-95b6-af3fb566f45b,19d52b72-138a-11ef-95b6-af3fb566f45b,CORRECT
19d55280-138a-11ef-95b6-af3fb566f45b,19d55281-138a-11ef-95b6-af3fb566f45b,CORRECT
19d5a0a0-138a-11ef-95b6-af3fb566f45b,19d5a0a2-138a-11ef-95b6-af3fb566f45b,CORRECT
19d5eec0-138a-11ef-95b6-af3fb566f45b,19d5eec1-138a-11ef-95b6-af3fb566f45b,INCORRECT
19d63ce0-138a-11ef-95b6-af3fb566f45b,19d63ce2-138a-11ef-95b6-af3fb566f45b,CORRECT
1a1d7f10-138a-11ef-9421-4b5b2bd2cbe8,1a1d7f12-138a-11ef-9421-4b5b2bd2cbe8,INCORRECT
1a1e1b50-138a-11ef-9421-4b5b2bd2cbe8,1a1e1b51-138a-11ef-9421-4b5b2bd2cbe8,CORRECT
